ID,Municipios_ID,Mes,Promedio_Radiacion
3410,91530,April,4.303333333
3411,91536,April,4.513333333
3412,91540,April,4.56
3413,91669,April,4.58
3414,91798,April,4.47
3415,94001,April,4.6
3416,94343,April,4.676666666
3417,94883,April,4.546666666
3418,94884,April,4.513333333
3419,94885,April,4.523333333
3420,94886,April,4.6
3421,94887,April,4.51
3422,94888,April,4.55
3423,95001,April,4.556666666
3424,95015,April,4.603333333
3425,95025,April,4.556666666
3426,95200,April,4.586666666
3427,97001,April,4.593333333
3428,97161,April,4.586666666
3429,97511,April,4.563333333
3430,97666,April,4.47
3431,97777,April,4.593333333
3432,97889,April,4.676666666
3433,99001,April,5.37
3434,99524,April,5.013333333
3435,99624,April,5.013333333
3436,99773,April,4.813333333
3437,50590,April,4.48
3438,50606,April,4.133333333
3439,50680,April,4.463333333
3440,50683,April,4.463333333
3441,50686,April,4.133333333
3442,50689,April,4.463333333
3443,50711,April,4.463333333
3444,52001,April,4.216666666
3445,52019,April,4.216666666
3446,52022,April,3.746666666
3447,52036,April,4.216666666
3448,52051,April,4.216666666
3449,52079,April,4.55
3450,52083,April,4.216666666
3451,52110,April,4.216666666
3452,52203,April,4.216666666
3453,52207,April,4.216666666
3454,52210,April,3.746666666
3455,52215,April,3.746666666
3456,52224,April,3.746666666
3457,52227,April,3.746666666
3458,52233,April,4.216666666
3459,52240,April,4.216666666
3460,52250,April,4.586666666
3461,52254,April,4.216666666
3462,52256,April,4.216666666
3463,52258,April,4.216666666
3464,52260,April,4.216666666
3465,52287,April,4.216666666
3466,52317,April,3.746666666
3467,52320,April,4.216666666
3468,52323,April,3.746666666
3469,52352,April,3.746666666
3470,52354,April,4.216666666
3471,52356,April,3.746666666
3472,52378,April,3.716666666
3473,52381,April,4.216666666
3474,52385,April,4.216666666
3475,52390,April,4.586666666
3476,52399,April,4.216666666
3477,52405,April,4.216666666
3478,52411,April,4.216666666
3479,52418,April,4.216666666
3480,52427,April,4.55
3481,52435,April,4.216666666
3482,52473,April,4.586666666
3483,52480,April,4.216666666
3484,52490,April,4.586666666
3485,52506,April,4.216666666
3486,52520,April,4.586666666
3487,52540,April,4.216666666
3488,52560,April,3.746666666
3489,52565,April,4.216666666
3490,52573,April,3.746666666
3491,52585,April,3.746666666
3492,52612,April,4.216666666
3493,52621,April,4.55
3494,52678,April,4.216666666
3495,52683,April,4.216666666
3496,52685,April,4.216666666
3497,52687,April,4.216666666
3498,52693,April,4.216666666
3499,52694,April,4.216666666
3500,52696,April,4.3
3501,52699,April,4.216666666
3502,52720,April,4.216666666
3503,52786,April,4.216666666
3504,52788,April,4.216666666
3505,52835,April,4.55
3506,52838,April,4.216666666
3507,52885,April,4.216666666
3508,54001,April,3.963333333
3509,54003,April,4.766666666
3510,54051,April,3.963333333
3511,54099,April,3.963333333
3512,54109,April,4.916666666
3513,54125,April,3.963333333
3514,54128,April,4.866666666
3515,54172,April,3.963333333
3516,54174,April,3.963333333
3517,54206,April,4.766666666
3518,54223,April,3.963333333
3519,54239,April,3.963333333
3520,54245,April,4.766666666
3521,54250,April,4.766666666
3522,54261,April,3.963333333
3523,54313,April,3.963333333
3524,54344,April,4.766666666
3525,54347,April,3.963333333
3526,54377,April,3.963333333
3527,54385,April,4.866666666
3528,54398,April,4.766666666
3529,54405,April,3.963333333
3530,54418,April,3.963333333
3531,54480,April,3.963333333
3532,54498,April,4.766666666
3533,54518,April,3.963333333
3534,54520,April,3.963333333
3535,54553,April,4.916666666
3536,54599,April,3.963333333
3537,54660,April,3.963333333
3538,54670,April,4.766666666
3539,54673,April,3.963333333
3540,54680,April,3.963333333
3541,54720,April,4.916666666
3542,54743,April,3.963333333
3543,54800,April,4.766666666
3544,54810,April,4.916666666
3545,54820,April,3.963333333
3546,54871,April,3.963333333
3547,54874,April,3.963333333
3548,63001,April,4.286666666
3549,63111,April,4.286666666
3550,63130,April,4.286666666
3551,63190,April,4.286666666
3552,63212,April,4.286666666
3553,63272,April,4.286666666
3554,63302,April,4.286666666
3555,63401,April,4.286666666
3556,63470,April,4.286666666
3557,63548,April,4.286666666
3558,63594,April,4.286666666
3559,63690,April,4.286666666
3560,66001,April,4.286666666
3561,66045,April,4.506666666
3562,66075,April,4.286666666
3563,66088,April,4.506666666
3564,66170,April,4.286666666
3565,66318,April,4.506666666
3566,66383,April,4.09
3567,66400,April,4.286666666
3568,66440,April,4.286666666
3569,66456,April,4.506666666
3570,66572,April,4.09
3571,66594,April,4.506666666
3572,66682,April,4.286666666
3573,66687,April,4.506666666
3574,68001,April,4.866666666
3575,68013,April,4.9
3576,68020,April,4.376666666
3577,68051,April,4.9
3578,68077,April,4.376666666
3579,68079,April,4.9
3580,68081,April,4.866666666
3581,68092,April,4.9
3582,68101,April,4.376666666
3583,68121,April,4.9
3584,68132,April,3.963333333
3585,68147,April,3.993333333
3586,68152,April,3.993333333
3587,68160,April,3.993333333
3588,68162,April,3.993333333
3589,68167,April,4.9
3590,68169,April,3.963333333
3591,68176,April,4.9
3592,68179,April,4.9
3593,68190,April,4.9
3594,68207,April,3.993333333
3595,68209,April,4.9
3596,68211,April,4.9
3597,68217,April,4.9
3598,68229,April,4.9
3599,68235,April,4.9
3600,68245,April,4.9
3601,68250,April,4.9
3602,68255,April,4.866666666
3603,68264,April,4.9
3604,68266,April,3.993333333
3605,68271,April,4.376666666
3606,68276,April,4.866666666
3607,68296,April,4.9
3608,68298,April,4.376666666
3609,68307,April,4.866666666
3610,68318,April,3.993333333
3611,68320,April,4.9
3612,68322,April,4.9
3613,68324,April,4.376666666
3614,68327,April,4.9
3615,68344,April,4.9
3616,68368,April,4.376666666
3617,68370,April,4.9
3618,68377,April,4.376666666
3619,68385,April,4.9
3620,68397,April,4.9
3621,68406,April,4.866666666
3622,68418,April,4.9
3623,68425,April,3.993333333
3624,68432,April,3.993333333
3625,68444,April,4.866666666
3626,68464,April,3.993333333
3627,68468,April,3.993333333
3628,68498,April,4.9
3629,68500,April,4.9
3630,68502,April,3.993333333
3631,68522,April,4.9
3632,68524,April,4.9
3633,68533,April,4.9
3634,68547,April,4.9
3635,68549,April,4.9
3636,68572,April,4.376666666
3637,68573,April,5.046666666
3638,68575,April,4.866666666
3639,68615,April,4.866666666
3640,68655,April,4.866666666
3641,68669,April,3.993333333
3642,68673,April,4.9
3643,68679,April,4.9
3644,68682,April,3.993333333
3645,68684,April,3.993333333
3646,68686,April,3.993333333
3647,68689,April,4.9
3648,68705,April,3.993333333
3649,68720,April,4.9
3650,68745,April,4.9
3651,68755,April,4.9
3652,68770,April,4.9
3653,68773,April,4.376666666
3654,68780,April,3.963333333
3655,68820,April,3.963333333
3656,68855,April,4.9
3657,68861,April,4.9
3658,68867,April,3.963333333
3659,68872,April,4.9
3660,68895,April,4.9
3661,70001,April,5.223333333
3662,70110,April,5.483333333
3663,70124,April,4.856666666
3664,70204,April,5.223333333
3665,70215,April,5.223333333
3666,70221,April,5.223333333
3667,70230,April,5.223333333
3668,70233,April,5.223333333
3669,70235,April,5.223333333
3670,70265,April,4.866666666
3671,70400,April,4.856666666
3672,70418,April,5.223333333
3673,70429,April,4.866666666
3674,70473,April,5.223333333
3675,70508,April,5.223333333
3676,70523,April,5.223333333
3677,70670,April,5.223333333
3678,70678,April,4.856666666
3679,70702,April,5.223333333
3680,70708,April,4.856666666
3681,70713,April,5.223333333
3682,70717,April,5.223333333
3683,70742,April,5.223333333
3684,70771,April,4.866666666
3685,70820,April,5.223333333
3686,70823,April,5.223333333
3687,73001,April,4.286666666
3688,73024,April,4.06
3689,73026,April,4.496666666
3690,73030,April,4.496666666
3691,73043,April,4.286666666
3692,73055,April,4.863333333
3693,73067,April,4.423333333
3694,73124,April,4.286666666
3695,73148,April,4.496666666
3696,73152,April,4.506666666
3697,73168,April,4.423333333
3698,73200,April,4.496666666
3699,73217,April,4.423333333
3700,73226,April,4.496666666
3701,73236,April,4.06
3702,73268,April,4.496666666
3703,73270,April,4.863333333
3704,73275,April,4.496666666
3705,73283,April,4.506666666
3706,73319,April,4.496666666
3707,73347,April,4.506666666
3708,73349,April,4.863333333
3709,73352,April,4.496666666
3710,73408,April,4.496666666
3711,73411,April,4.286666666
3712,73443,April,4.863333333
3713,73449,April,4.496666666
3714,73461,April,4.286666666
3715,73483,April,4.423333333
3716,73504,April,4.423333333
3717,73520,April,4.506666666
3718,73547,April,4.496666666
3719,73555,April,4.423333333
3720,73563,April,4.06
3721,73585,April,4.06
3722,73616,April,4.423333333
3723,73622,April,4.286666666
3724,73624,April,4.286666666
3725,73671,April,4.423333333
3726,73675,April,4.423333333
3727,73678,April,4.286666666
3728,73686,April,4.286666666
3729,73770,April,4.496666666
3730,73854,April,4.286666666
3731,73861,April,4.496666666
3732,73870,April,4.506666666
3733,73873,April,4.06
3734,76001,April,4.26
3735,76020,April,4.286666666
3736,76036,April,4.203333333
3737,76041,April,4.286666666
3738,76054,April,4.203333333
3739,76100,April,4.203333333
3740,76109,April,4.463333333
3741,76111,April,4.26
3742,76113,April,4.203333333
3743,76122,April,4.286666666
3744,76126,April,4.26
3745,76130,April,4.26
3746,76147,April,4.286666666
3747,76233,April,4.26
3748,76243,April,4.203333333
3749,76246,April,4.203333333
3750,76248,April,4.26
3751,76250,April,4.203333333
3752,76275,April,4.26
3753,76306,April,4.26
3754,76318,April,4.26
3755,76364,April,4.26
3756,76377,April,4.26
3757,76400,April,4.203333333
3758,76403,April,4.203333333
3759,76497,April,4.286666666
3760,76520,April,4.26
3761,76563,April,4.26
3762,76606,April,4.26
3763,76616,April,4.203333333
3764,76622,April,4.203333333
3765,76670,April,4.26
3766,76736,April,4.286666666
3767,76823,April,4.203333333
3768,76828,April,4.203333333
3769,76834,April,4.203333333
3770,76845,April,4.286666666
3771,76863,April,4.203333333
3772,76869,April,4.26
3773,76890,April,4.26
3774,76892,April,4.26
3775,76895,April,4.203333333
3776,81001,April,4.853333333
3777,81065,April,4.41
3778,81220,April,5.003333333
3779,81300,April,4.563333333
3780,5001,April,4.633333333
3781,5002,April,4.506666666
3782,5004,April,4.136666666
3783,5021,April,4.633333333
3784,5030,April,4.633333333
3785,5031,April,4.633333333
3786,5034,April,4.506666666
3787,5036,April,4.633333333
3788,5038,April,4.633333333
3789,5040,April,4.543333333
3790,5042,April,4.633333333
3791,5044,April,4.633333333
3792,5045,April,4.353333333
3793,5051,April,4.793333333
3794,5055,April,4.506666666
3795,5059,April,4.633333333
3796,5079,April,4.633333333
3797,5086,April,4.633333333
3798,5088,April,4.633333333
3799,5091,April,4.506666666
3800,5093,April,4.633333333
3801,5101,April,4.09
3802,5107,April,4.543333333
3803,5113,April,4.633333333
3804,5120,April,4.543333333
3805,5125,April,4.633333333
3806,5129,April,4.633333333
3807,5134,April,4.633333333
3808,5138,April,4.136666666
3809,5142,April,5.046666666
3810,5145,April,4.506666666
3811,5147,April,4.353333333
3812,5148,April,4.633333333
3813,5150,April,4.633333333
3814,5154,April,4.543333333
3815,5172,April,4.353333333
3816,5190,April,4.633333333
3817,5197,April,4.633333333
3818,5206,April,4.633333333
3819,5209,April,4.633333333
3820,5212,April,4.633333333
3821,5234,April,4.136666666
3822,5237,April,4.633333333
3823,5240,April,4.633333333
3824,5250,April,4.766666666
3825,5264,April,4.633333333
3826,5266,April,4.633333333
3827,5282,April,4.506666666
3828,5284,April,4.136666666
3829,5306,April,4.633333333
3830,5308,April,4.633333333
3831,5310,April,4.633333333
3832,5313,April,4.633333333
3833,5315,April,4.633333333
3834,5318,April,4.633333333
3835,5321,April,4.633333333
3836,5347,April,4.633333333
3837,5353,April,4.506666666
3838,5360,April,4.633333333
3839,5361,April,4.543333333
3840,5364,April,4.506666666
3841,5368,April,4.506666666
3842,5376,April,4.633333333
3843,5380,April,4.633333333
3844,5390,April,4.506666666
3845,5400,April,4.506666666
3846,5411,April,4.633333333
3847,5425,April,5.046666666
3848,5440,April,4.633333333
3849,5467,April,4.506666666
3850,5475,April,4.136666666
3851,5480,April,4.353333333
3852,5483,April,4.506666666
3853,5490,April,4.793333333
3854,5495,April,4.866666666
3855,5501,April,4.633333333
3856,5541,April,4.633333333
3857,5543,April,4.543333333
3858,5576,April,4.506666666
3859,5579,April,5.046666666
3860,5585,April,5.046666666
3861,5591,April,4.863333333
3862,5604,April,4.766666666
3863,5607,April,4.633333333
3864,5615,April,4.633333333
3865,5628,April,4.633333333
3866,5631,April,4.633333333
3867,5642,April,4.506666666
3868,5647,April,4.633333333
3869,5649,April,5.046666666
3870,5652,April,4.506666666
3871,5656,April,4.633333333
3872,5658,April,4.633333333
3873,5659,April,4.793333333
3874,5660,April,5.046666666
3875,5664,April,4.633333333
3876,5665,April,4.793333333
3877,5667,April,4.633333333
3878,5670,April,4.633333333
3879,5674,April,4.633333333
3880,5679,April,4.506666666
3881,5686,April,4.633333333
3882,5690,April,4.633333333
3883,5697,April,4.633333333
3884,5736,April,4.766666666
3885,5756,April,4.506666666
3886,5761,April,4.633333333
3887,5789,April,4.506666666
3888,5790,April,4.543333333
3889,5792,April,4.506666666
3890,5809,April,4.633333333
3891,5819,April,4.543333333
3892,5837,April,4.793333333
3893,5842,April,4.136666666
3894,5847,April,4.136666666
3895,5854,April,4.543333333
3896,5856,April,4.506666666
3897,5858,April,5.046666666
3898,5861,April,4.506666666
3899,5873,April,4.136666666
3900,5885,April,5.046666666
3901,5887,April,4.633333333
3902,5890,April,4.633333333
3903,5893,April,4.866666666
3904,5895,April,4.766666666
3905,8001,April,5.593333333
3906,8078,April,5.593333333
3907,8137,April,5.593333333
3908,8141,April,5.593333333
3909,8296,April,5.593333333
3910,8372,April,5.693333333
3911,8421,April,5.693333333
3912,8433,April,5.593333333
3913,8436,April,5.593333333
3914,8520,April,5.593333333
3915,8549,April,5.693333333
3916,8558,April,5.593333333
3917,8560,April,5.593333333
3918,8573,April,6.18
3919,8606,April,5.693333333
3920,8634,April,5.593333333
3921,8638,April,5.593333333
3922,8675,April,5.593333333
3923,8685,April,5.593333333
3924,8758,April,5.593333333
3925,8770,April,5.593333333
3926,8832,April,5.593333333
3927,8849,April,5.593333333
3928,11001,April,4.496666666
3929,13001,April,5.693333333
3930,13006,April,4.866666666
3931,13030,April,4.866666666
3932,13042,April,4.766666666
3933,13052,April,5.693333333
3934,13062,April,5.693333333
3935,13074,April,4.866666666
3936,13140,April,5.593333333
3937,13160,April,4.866666666
3938,13188,April,5.483333333
3939,13212,April,5.483333333
3940,13222,April,5.693333333
3941,13244,April,5.223333333
3942,13248,April,5.593333333
3943,13268,April,4.766666666
3944,13300,April,4.866666666
3945,13430,April,5.483333333
3946,13433,April,5.693333333
3947,13440,April,5.483333333
3948,13442,April,5.223333333
3949,13458,April,4.866666666
3950,13468,April,5.483333333
3951,13473,April,4.766666666
3952,13490,April,4.866666666
3953,13549,April,4.866666666
3954,13580,April,4.766666666
3955,13600,April,4.766666666
3956,13620,April,5.693333333
3957,13647,April,5.693333333
3958,13650,April,5.483333333
3959,13654,April,5.223333333
3960,13655,April,4.866666666
3961,13657,April,5.223333333
3962,13667,April,4.866666666
3963,13670,April,4.866666666
3964,13673,April,5.693333333
3965,13683,April,5.693333333
3966,13688,April,4.766666666
3967,13744,April,4.866666666
3968,13760,April,5.693333333
3969,13780,April,5.483333333
3970,13810,April,4.866666666
3971,13836,April,5.693333333
3972,13838,April,5.693333333
3973,13873,April,5.693333333
3974,13894,April,5.483333333
3975,15001,April,4.376666666
3976,15022,April,4.133333333
3977,15047,April,4.243333333
3978,15051,April,4.376666666
3979,15087,April,4.243333333
3980,15090,April,4.376666666
3981,15092,April,4.243333333
3982,15097,April,3.993333333
3983,15104,April,4.376666666
3984,15106,April,4.376666666
3985,15109,April,4.376666666
3986,15114,April,4.243333333
3987,15131,April,4.376666666
3988,15135,April,4.376666666
3989,15162,April,4.243333333
3990,15172,April,4.376666666
3991,15176,April,4.376666666
3992,15180,April,3.993333333
3993,15183,April,3.993333333
3994,15185,April,4.9
3995,15187,April,4.376666666
3996,15189,April,4.376666666
3997,15204,April,4.376666666
3998,15212,April,4.863333333
3999,15215,April,4.243333333
4000,15218,April,3.993333333
4001,15223,April,3.993333333
4002,15224,April,4.376666666
4003,15226,April,4.243333333
4004,15232,April,4.376666666
4005,15236,April,4.133333333
4006,15238,April,4.376666666
4007,15244,April,3.993333333
4008,15248,April,3.993333333
4009,15272,April,4.243333333
4010,15276,April,4.243333333
4011,15293,April,4.376666666
4012,15296,April,4.243333333
4013,15299,April,4.376666666
4014,15317,April,3.993333333
4015,15322,April,4.376666666
4016,15325,April,4.133333333
4017,15332,April,3.993333333
4018,15362,April,4.243333333
4019,15367,April,4.376666666
4020,15368,April,3.993333333
4021,15377,April,4.243333333
4022,15380,April,4.376666666
4023,15401,April,4.863333333
4024,15403,April,3.993333333
4025,15407,April,4.376666666
4026,15425,April,4.133333333
4027,15442,April,4.863333333
4028,15455,April,4.376666666
4029,15464,April,4.243333333
4030,15466,April,4.243333333
4031,15469,April,4.376666666
4032,15476,April,4.376666666
4033,15480,April,4.863333333
4034,15491,April,4.243333333
4035,15494,April,4.376666666
4036,15500,April,4.376666666
4037,15507,April,4.863333333
4038,15511,April,4.376666666
4039,15514,April,4.376666666
4040,15516,April,4.376666666
4041,15518,April,4.243333333
4042,15522,April,3.993333333
4043,15531,April,4.376666666
4044,15533,April,4.243333333
4045,15537,April,4.243333333
4046,15542,April,4.376666666
4047,15550,April,4.243333333
4048,15572,April,4.863333333
4049,15580,April,4.863333333
4050,15599,April,4.376666666
4051,15600,April,4.376666666
4052,15621,April,4.376666666
4053,15632,April,4.376666666
4054,15638,April,4.376666666
4055,15646,April,4.376666666
4056,15660,April,4.376666666
4057,15664,April,4.9
4058,15667,April,4.133333333
4059,15673,April,3.993333333
4060,15676,April,4.376666666
4061,15681,April,4.863333333
4062,15686,April,4.9
4063,15690,April,4.133333333
4064,15693,April,4.243333333
4065,15696,April,4.376666666
4066,15720,April,3.993333333
4067,15723,April,3.993333333
4068,15740,April,4.376666666
4069,15753,April,3.993333333
4070,15755,April,3.993333333
4071,15757,April,4.243333333
4072,15759,April,4.243333333
4073,15761,April,4.133333333
4074,15762,April,4.376666666
4075,15763,April,4.376666666
4076,15764,April,4.376666666
4077,15774,April,3.993333333
4078,15776,April,4.376666666
4079,15778,April,4.376666666
4080,15790,April,4.243333333
4081,15798,April,4.376666666
4082,15804,April,4.376666666
4083,15806,April,4.243333333
4084,15808,April,4.376666666
4085,15810,April,3.993333333
4086,15814,April,4.376666666
4087,15816,April,4.376666666
4088,15820,April,4.243333333
4089,15822,April,4.243333333
4090,15832,April,4.376666666
4091,15835,April,4.376666666
4092,15837,April,4.376666666
4093,15839,April,3.993333333
4094,15842,April,4.376666666
4095,15861,April,4.376666666
4096,15879,April,4.376666666
4097,15897,April,4.376666666
4098,17001,April,4.506666666
4099,17013,April,4.506666666
4100,17042,April,4.506666666
4101,17050,April,4.506666666
4102,17088,April,4.286666666
4103,17174,April,4.286666666
4104,17272,April,4.506666666
4105,17380,April,4.863333333
4106,17388,April,4.506666666
4107,17433,April,4.506666666
4108,17442,April,4.506666666
4109,17444,April,4.506666666
4110,17446,April,4.506666666
4111,17486,April,4.506666666
4112,17495,April,4.863333333
4113,17513,April,4.506666666
4114,17524,April,4.506666666
4115,17541,April,4.506666666
4116,17614,April,4.506666666
4117,17616,April,4.506666666
4118,17653,April,4.506666666
4119,17662,April,4.863333333
4120,17665,April,4.506666666
4121,17777,April,4.506666666
4122,17867,April,4.863333333
4123,17873,April,4.506666666
4124,17877,April,4.506666666
4125,18001,April,4.103333333
4126,18029,April,4.103333333
4127,18094,April,4.103333333
4128,18150,April,4.333333333
4129,18205,April,4.103333333
4130,18247,April,4.103333333
4131,18256,April,4.103333333
4132,18410,April,4.103333333
4133,18460,April,4.103333333
4134,18479,April,4.103333333
4135,18592,April,4.103333333
4136,18610,April,4.103333333
4137,18753,April,4.196666666
4138,18756,April,4.103333333
4139,18785,April,4.103333333
4140,18860,April,4.103333333
4141,19001,April,4.04
4142,19022,April,3.716666666
4143,19050,April,4.3
4144,19075,April,4.3
4145,19100,April,3.716666666
4146,19110,April,4.26
4147,19130,April,4.04
4148,19137,April,4.04
4149,19142,April,4.26
4150,19212,April,4.26
4151,19256,April,4.04
4152,19290,April,4.216666666
4153,19300,April,4.26
4154,19318,April,4.3
4155,19355,April,4.04
4156,19364,April,4.04
4157,19392,April,4.04
4158,19397,April,4.04
4159,19418,April,4.3
4160,19450,April,4.216666666
4161,19455,April,4.26
4162,19473,April,4.04
4163,19513,April,4.26
4164,19517,April,4.2
4165,19532,April,4.04
4166,19533,April,3.716666666
4167,19548,April,4.04
4168,19573,April,4.26
4169,19585,April,4.04
4170,19622,April,4.04
4171,19693,April,3.716666666
4172,19698,April,4.26
4173,19701,April,3.716666666
4174,19743,April,4.04
4175,19760,April,4.04
4176,19780,April,4.04
4177,19785,April,4.04
4178,19807,April,4.04
4179,19809,April,4.3
4180,19821,April,4.04
4181,19824,April,4.04
4182,19845,April,4.26
4183,20001,April,5.196666666
4184,20011,April,4.766666666
4185,20013,April,5.196666666
4186,20032,April,5.51
4187,20045,April,5.51
4188,20060,April,5.51
4189,20175,April,5.51
4190,20178,April,5.51
4191,20228,April,5.51
4192,20238,April,5.196666666
4193,20250,April,5.51
4194,20295,April,4.766666666
4195,20310,April,4.766666666
4196,20383,April,4.766666666
4197,20400,April,5.51
4198,20443,April,5.196666666
4199,20517,April,4.766666666
4200,20550,April,4.766666666
4201,20570,April,5.196666666
4202,20614,April,4.766666666
4203,20621,April,5.196666666
4204,20710,April,4.866666666
4205,20750,April,5.196666666
4206,20770,April,4.866666666
4207,20787,April,4.766666666
4208,23001,April,4.856666666
4209,23068,April,4.856666666
4210,23079,April,4.856666666
4211,23090,April,4.793333333
4212,23162,April,4.856666666
4213,23168,April,5.223333333
4214,23182,April,5.223333333
4215,23189,April,4.856666666
4216,23300,April,5.223333333
4217,23350,April,4.856666666
4218,23417,April,5.223333333
4219,23419,April,4.793333333
4220,23464,April,5.223333333
4221,23466,April,4.543333333
4222,23500,April,5.396666666
4223,23555,April,4.856666666
4224,23570,April,4.856666666
4225,23574,April,5.396666666
4226,23580,April,4.543333333
4227,23586,April,5.223333333
4228,23660,April,4.856666666
4229,23670,April,5.223333333
4230,23672,April,5.223333333
4231,23675,April,5.223333333
4232,23678,April,4.856666666
4233,23682,April,4.543333333
4234,23686,April,4.856666666
4235,23807,April,4.793333333
4236,23815,April,5.223333333
4237,23855,April,4.793333333
4238,25001,April,4.496666666
4239,25019,April,4.496666666
4240,25035,April,4.496666666
4241,25040,April,4.496666666
4242,25053,April,4.496666666
4243,25086,April,4.496666666
4244,25095,April,4.496666666
4245,25099,April,4.496666666
4246,25120,April,4.06
4247,25123,April,4.496666666
4248,25126,April,4.496666666
4249,25148,April,4.863333333
4250,25151,April,4.133333333
4251,25154,April,4.376666666
4252,25168,April,4.496666666
4253,25175,April,4.496666666
4254,25178,April,4.496666666
4255,25181,April,4.133333333
4256,25183,April,4.376666666
4257,25200,April,4.376666666
4258,25214,April,4.496666666
4259,25224,April,4.376666666
4260,25245,April,4.496666666
4261,25258,April,4.863333333
4262,25260,April,4.496666666
4263,25269,April,4.496666666
4264,25279,April,4.133333333
4265,25281,April,4.133333333
4266,25286,April,4.496666666
4267,25288,April,4.376666666
4268,25290,April,4.496666666
4269,25293,April,4.133333333
4270,25295,April,4.133333333
4271,25297,April,4.133333333
4272,25299,April,4.133333333
4273,25307,April,4.496666666
4274,25312,April,4.496666666
4275,25317,April,4.376666666
4276,25320,April,4.863333333
4277,25322,April,4.133333333
4278,25324,April,4.496666666
4279,25326,April,4.133333333
4280,25328,April,4.496666666
4281,25335,April,4.133333333
4282,25339,April,4.496666666
4283,25368,April,4.496666666
4284,25372,April,4.133333333
4285,25377,April,4.133333333
4286,25386,April,4.496666666
4287,25394,April,4.863333333
4288,25398,April,4.863333333
4289,25402,April,4.496666666
4290,25407,April,4.376666666
4291,25426,April,4.376666666
4292,25430,April,4.496666666
4293,25436,April,4.376666666
4294,25438,April,4.133333333
4295,25473,April,4.496666666
4296,25483,April,4.496666666
4297,25486,April,4.376666666
4298,25488,April,4.496666666
4299,25489,April,4.863333333
4300,25491,April,4.863333333
4301,25506,April,4.496666666
4302,25513,April,4.863333333
4303,25518,April,4.863333333
4304,25524,April,4.496666666
4305,25530,April,4.133333333
4306,25535,April,4.496666666
4307,25572,April,4.863333333
4308,25580,April,4.496666666
4309,25592,April,4.863333333
4310,25594,April,4.133333333
4311,25596,April,4.496666666
4312,25599,April,4.496666666
4313,25612,April,4.496666666
4314,25645,April,4.496666666
4315,25649,April,4.496666666
4316,25653,April,4.863333333
4317,25658,April,4.496666666
4318,25662,April,4.496666666
4319,25718,April,4.496666666
4320,25736,April,4.376666666
4321,25740,April,4.496666666
4322,25743,April,4.496666666
4323,25745,April,4.376666666
4324,25754,April,4.496666666
4325,25758,April,4.133333333
4326,25769,April,4.496666666
4327,25772,April,4.376666666
4328,25777,April,4.863333333
4329,25779,April,4.376666666
4330,25781,April,4.376666666
4331,25785,April,4.496666666
4332,25793,April,4.376666666
4333,25797,April,4.496666666
4334,25799,April,4.496666666
4335,25805,April,4.496666666
4336,25807,April,4.376666666
4337,25815,April,4.496666666
4338,25817,April,4.133333333
4339,25823,April,4.863333333
4340,25839,April,4.133333333
4341,25841,April,4.133333333
4342,25843,April,4.376666666
4343,25845,April,4.496666666
4344,25851,April,4.863333333
4345,25862,April,4.863333333
4346,25867,April,4.496666666
4347,25871,April,4.863333333
4348,25873,April,4.376666666
4349,25875,April,4.863333333
4350,25878,April,4.496666666
4351,25885,April,4.863333333
4352,25898,April,4.496666666
4353,25899,April,4.376666666
4354,27001,April,4.09
4355,27006,April,4.693333333
4356,27025,April,4.09
4357,27050,April,4.09
4358,27073,April,4.09
4359,27075,April,4.253333333
4360,27077,April,4.23
4361,27099,April,4.136666666
4362,27135,April,4.09
4363,27150,April,4.353333333
4364,27160,April,4.09
4365,27205,April,4.09
4366,27245,April,4.09
4367,27250,April,4.23
4368,27361,April,4.09
4369,27372,April,4.486666666
4370,27413,April,4.09
4371,27425,April,4.09
4372,27430,April,4.09
4373,27450,April,4.09
4374,27491,April,4.203333333
4375,27493,April,4.353333333
4376,27495,April,4.22
4377,27580,April,4.09
4378,27600,April,4.09
4379,27615,April,4.486666666
4380,27660,April,4.203333333
4381,27745,April,4.203333333
4382,27787,April,4.09
4383,27800,April,4.693333333
4384,27810,April,4.09
4385,41001,April,4.2
4386,41006,April,4.103333333
4387,41013,April,4.2
4388,41016,April,4.423333333
4389,41020,April,4.2
4390,41026,April,4.2
4391,41078,April,4.423333333
4392,41132,April,4.2
4393,41206,April,4.06
4394,41244,April,4.2
4395,41298,April,4.2
4396,41306,April,4.2
4397,41319,April,4.2
4398,41349,April,4.2
4399,41357,April,4.2
4400,41359,April,3.716666666
4401,41378,April,4.2
4402,41396,April,4.2
4403,41483,April,4.2
4404,41503,April,4.2
4405,41518,April,4.2
4406,41524,April,4.2
4407,41530,April,3.716666666
4408,41548,April,4.2
4409,41551,April,3.716666666
4410,41615,April,4.2
4411,41660,April,3.716666666
4412,41668,April,3.716666666
4413,41676,April,4.2
4414,41770,April,4.103333333
4415,41791,April,4.2
4416,41797,April,4.2
4417,41799,April,4.423333333
4418,41801,April,4.2
4419,41807,April,4.103333333
4420,41872,April,4.423333333
4421,41885,April,4.2
4422,44001,April,5.58
4423,44035,April,5.58
4424,44078,April,4.813333333
4425,44090,April,5.523333333
4426,44098,April,4.813333333
4427,44110,April,4.813333333
4428,44279,April,4.813333333
4429,44378,April,5.58
4430,44420,April,5.196666666
4431,44430,April,5.58
4432,44560,April,5.58
4433,44650,April,5.196666666
