Departamento_ID;Mes;Facturación total ($);Facturación por consumo ($);Consumo total (kWh);Numero de subsidios;Subsidios ($);Contribuciones ($);Promedio de ($/susc);Promedio de ($/susc);Promedio de Consumo (kWh/susc);Valor Facturado por ($/kWh);Valor FOES ($/kwh);Total
76;1/07/2052;83,376,945,269  ;85,296,916,424 ;109,822,956;669,641;16,067,788,937 ; 2,512,890,105;124,51;127,377;164.0;776.7;27,306.00;187,365,313,467  
76;1/08/2052;77,962,455,720  ;82,205,178,013 ;99,773,693;668,674;17,469,466,688 ; 2,450,601,749;116,593;122,938;149.2;823.9;0.00;180,188,385,041  
76;1/09/2052;75,541,275,346  ;77,928,628,614 ;99,599,002;669,89;15,829,074,557 ; 2,345,109,478;112,767;116,33;148.7;782.4;0.00;171,744,586,916  
76;1/10/2052;70,824,199,285  ;73,074,252,353 ;95,646,376;656,231;14,889,614,658 ; 2,222,778,733;107,926;111,354;145.8;764.0;0.00;161,107,367,827  
76;1/11/2052;71,227,869,397  ;70,768,787,146 ;136,068,565;646,86;11,126,684,586 ; 1,759,459,859;110,113;109,404;210.4;520.1;38,372,951.00;155,058,109,612  
76;1/12/2052;69,901,469,641  ;69,797,931,082 ;133,002,135;646,686;11,360,562,455 ; 1,776,062,007;108,092;107,932;205.7;524.8;46,415,243.00;153,016,306,004  
76;1/01/2053;70,643,152,623  ;70,096,431,044 ;133,711,030;649,58;11,225,310,850 ; 1,760,098,208;108,752;107,91;205.8;524.2;12,405,628.00;153,871,976,357  
76;1/02/2053;68,654,073,839  ;67,814,290,328 ;127,998,559;651,127;10,756,600,151 ; 1,629,405,644;105,439;104,149;196.6;529.8;195,116,082.00;149,178,346,045  
76;1/03/2053;68,394,329,719  ;66,381,945,095 ;124,300,215;580,148;9,338,821,429 ; 1,744,321,838;117,891;114,422;214.3;534.0;6,728,278.00;145,991,259,785  
76;1/04/2053;59,996,330,773  ;59,177,943,432 ;106,998,752;541,769;9,024,925,102 ; 1,749,034,807;110,742;109,231;197.5;553.1;68,962,892.00;130,124,958,251  
76;1/05/2053;67,475,161,457  ;67,825,606,753 ;121,258,727;613,955;10,820,837,441 ; 1,786,968,305;109,902;110,473;197.5;559.3;98,489,488.00;148,129,157,260  
76;1/06/2053;75,729,434,726  ;76,118,087,618 ;135,784,480;659,097;11,498,319,354 ; 1,811,399,254;114,899;115,488;206.0;560.6;14,843,983.00;165,308,759,667  
76;1/07/2053;80,539,407,955  ;80,508,828,549 ;135,104,744;661,355;11,845,027,539 ; 1,880,363,794;121,779;121,733;204.3;595.9;84,210,662.00;174,993,848,912  
76;1/08/2053;81,007,312,439  ;81,408,447,180 ;134,829,009;664,05;12,185,068,170 ; 1,877,071,391;121,99;122,594;203.0;603.8;165,900,927.00;176,779,538,557  
76;1/09/2053;80,731,482,871  ;80,105,078,147 ;131,483,057;648,736;11,766,275,820 ; 1,887,516,187;124,444;123,479;202.7;609.2;11,606,866.00;174,634,340,420  
76;1/10/2053;79,009,506,003  ;78,014,159,756 ;120,797,344;629,77;11,075,069,525 ; 1,812,760,985;125,458;123,877;191.8;645.8;1,745,295.00;170,034,918,852  
76;1/11/2053;51,531,156,390  ;72,099,278,401 ;88,098,950;553,434;21,146,042,169 ; 338,178,378;93,112;130,276;159.2;818.4;4,017,326.00;145,207,549,414  
76;1/12/2053;56,589,549,056  ;77,262,687,079 ;96,408,848;565,105;21,317,735,055 ; 370,599,245;100,14;136,723;170.6;801.4;98,798.00;155,637,881,022  
76;1/01/2054;50,148,380,735  ;70,252,102,655 ;85,750,571;558,813;20,841,716,897 ; 404,391,510;89,741;125,717;153.5;819.3;74,178.00;141,733,191,790  
76;1/02/2054;45,127,035,309  ;66,875,901,303 ;72,728,978;573,16;22,178,974,244 ; 375,525,866;78,734;116,679;126.9;919.5;101,141.00;134,631,036,461  
76;1/03/2054;42,500,825,492  ;63,161,212,257 ;68,289,275;561,865;21,159,553,044 ; 372,872,820;75,642;112,414;121.5;924.9;24,471.00;127,263,528,327  
76;1/04/2054;43,725,620,483  ;65,928,125,474 ;68,731,869;574,236;22,474,284,890 ; 351,146,066;76,146;114,81;119.7;959.2;95,578.00;132,548,770,632  
76;1/05/2054;38,731,369,074  ;56,623,195,708 ;64,551,967;561,631;18,011,215,498 ; 329,498,161;68,962;100,819;114.9;877.2;72,957.00;113,760,635,771  
76;1/06/2054;43,877,546,064  ;62,360,933,705 ;72,167,296;580,105;18,842,170,656 ; 336,335,815;75,637;107,499;124.4;864.1;0.00;125,489,917,767  
76;1/07/2054;43,640,342,562  ;62,126,434,289 ;70,589,276;568,349;18,940,097,938 ; 383,559,321;76,784;109,31;124.2;880.1;0.00;125,161,778,835  
76;1/08/2054;43,228,938,026  ;62,833,572,792 ;69,618,982;580,756;19,866,385,542 ; 340,714,667;74,436;108,193;119.9;902.5;91,315.00;126,340,085,732  
76;1/09/2054;42,931,360,592  ;63,017,876,515 ;67,081,339;566,911;20,563,021,279 ; 373,255,483;75,729;111,16;118.3;939.4;70,249.00;126,953,420,315  
76;1/10/2054;45,164,299,121  ;66,595,876,390 ;70,032,482;588,23;22,217,610,577 ; 360,568,700;76,78;113,214;119.1;950.9;37,210.00;134,409,203,775  
76;1/11/2054;44,310,307,857  ;60,387,613,403 ;87,606,354;540,655;17,044,408,394 ; 285,807,770;81,957;111,693;162.0;689.3;0.00;122,116,478,935  
76;1/12/2054;45,641,171,269  ;62,177,143,177 ;89,126,403;554,158;17,452,741,521 ; 274,094,401;82,361;112,201;160.8;697.6;0.00;125,635,026,351  
76;1/01/2055;46,164,524,842  ;62,723,817,713 ;87,405,417;539,946;17,511,032,985 ; 297,360,559;85,498;116,167;161.9;717.6;0.00;126,784,884,008  
76;1/02/2055;47,798,783,674  ;65,401,596,858 ;90,542,754;546,799;18,557,603,281 ; 272,724,033;87,416;119,608;165.6;722.3;0.00;132,122,005,312  
76;1/03/2055;47,150,658,209  ;65,070,281,150 ;88,266,321;542,084;18,739,004,877 ; 319,346,090;86,98;120,037;162.8;737.2;0.00;131,368,306,650  
76;1/04/2055;53,008,301,159  ;71,999,797,922 ;96,702,965;551,594;19,803,366,082 ; 310,729,545;96,1;130,53;175.3;744.5;0.00;145,219,676,818  
76;1/05/2055;50,399,299,867  ;68,084,386,703 ;91,112,758;532,959;18,723,103,376 ; 341,233,957;94,565;127,748;171.0;747.3;0.00;137,639,892,852  
76;1/06/2055;52,964,236,195  ;72,286,369,366 ;97,246,134;561,194;20,314,003,947 ; 329,789,741;94,378;128,808;173.3;743.3;0.00;145,992,430,681  
76;1/07/2055;51,896,446,747  ;71,169,806,466 ;93,502,410;547,354;20,060,418,656 ; 350,734,717;94,813;130,025;170.8;761.2;0.00;143,571,682,121  
76;1/08/2055;52,670,571,685  ;72,468,297,039 ;92,652,700;566,352;20,742,396,851 ; 333,747,505;93;127,956;163.6;782.1;0.00;146,308,454,035  
76;1/09/2055;49,816,304,367  ;68,903,282,097 ;86,472,572;552,536;19,816,783,036 ; 321,227,035;90,159;124,704;156.5;796.8;97,083.00;138,944,934,543  
76;1/10/2055;52,147,127,678  ;73,257,564,056 ;89,528,810;566,561;21,453,253,584 ; 347,468,368;92,042;129,302;158.0;818.3;55,102.00;147,295,786,480  
76;1/11/2055;39,076,729,217  ;52,395,048,451 ;90,562,548;512,241;14,520,024,216 ; 240,298,752;76,286;102,286;176.8;578.6;0.00;106,323,354,753  
76;1/12/2055;39,601,651,673  ;52,359,098,397 ;89,318,281;524,407;15,286,321,810 ; 229,664,756;75,517;99,844;170.3;586.2;0.00;107,566,755,443  
76;1/01/2056;40,705,989,760  ;55,914,257,461 ;87,527,549;515,158;15,075,767,917 ; 235,114,621;79,017;108,538;169.9;638.8;0.00;112,019,360,830  
76;1/02/2056;42,694,920,985  ;58,048,570,040 ;92,043,729;526,458;16,224,239,404 ; 227,837,838;81,098;110,262;174.8;630.7;0.00;117,288,330,621  
76;1/03/2056;48,341,406,892  ;62,275,084,545 ;106,153,372;521,898;15,794,764,745 ; 257,687,972;92,626;119,324;203.4;586.7;0.00;126,775,832,165  
76;1/04/2056;44,727,783,558  ;60,532,455,898 ;94,342,189;539,505;16,652,345,715 ; 243,869,738;82,905;112,2;174.9;641.6;0.00;122,251,532,526  
76;1/05/2056;42,562,399,703  ;57,838,277,468 ;89,668,152;530,744;16,192,240,584 ; 260,155,470;80,194;108,976;168.9;645.0;0.00;116,943,462,106  
76;1/06/2056;47,509,864,420  ;63,577,319,994 ;96,631,502;543,858;17,295,522,885 ; 253,809,219;87,357;116,901;177.7;657.9;0.00;128,733,896,972  
76;1/07/2056;46,900,165,224  ;63,109,457,030 ;94,234,554;530,097;17,099,466,624 ; 282,482,522;88,475;119,053;177.8;669.7;0.00;127,486,544,427  
76;1/08/2056;46,274,551,061  ;63,547,535,059 ;91,211,037;542,634;18,086,772,510 ; 267,095,830;85,278;117,109;168.1;696.7;0.00;128,267,911,384  
76;1/09/2056;45,008,716,113  ;60,614,005,568 ;89,471,155;529,548;16,741,129,262 ; 271,488,856;84,995;114,464;169.0;677.5;0.00;122,725,540,808  
76;1/10/2056;46,105,827,464  ;61,666,506,868 ;90,784,123;540,266;17,405,016,260 ; 273,840,149;85,339;114,141;168.0;679.3;0.00;125,542,715,458  
76;1/11/2056;39,458,593,726  ;49,111,721,734 ;100,162,082;501,937;13,317,395,159 ; 218,029,359;78,613;97,844;199.6;490.3;0.00;102,206,581,145  
76;1/12/2056;36,995,683,567  ;47,527,500,777 ;90,079,169;519,619;13,862,907,966 ; 203,801,066;71,198;91,466;173.4;527.6;0.00;98,680,655,530  
76;1/01/2057;40,431,231,447  ;50,365,964,161 ;101,094,702;510,695;13,323,352,173 ; 207,568,256;79,169;98,622;198.0;498.2;0.00;104,429,899,923  
76;1/02/2057;30,039,997,365  ;40,781,119,952 ;67,447,296;524,374;14,100,594,964 ; 198,677,065;57,287;77,771;128.6;604.6;0.00;85,188,496,809  
76;1/03/2057;19,302,937,886  ;25,444,889,635 ;41,790,464;348,436;8,572,849,101 ; 138,938,144;55,399;73,026;119.9;608.9;0.00;53,501,882,821  
76;1/04/2057;35,187,883,352  ;44,948,138,721 ;81,584,610;486,271;13,359,999,544 ; 204,284,956;72,363;92,434;167.8;550.9;0.00;93,782,542,971  
76;1/05/2057;36,936,476,302  ;49,319,968,227 ;93,461,766;505,951;13,647,080,931 ; 217,044,932;73,004;97,48;184.7;527.7;0.00;100,214,709,306  
76;1/06/2057;40,090,536,580  ;54,070,331,536 ;101,633,605;517,27;14,480,912,429 ; 226,276,927;77,504;104,53;196.5;532.0;0.00;108,970,391,111  
76;1/07/2057;38,061,127,620  ;49,618,949,431 ;93,325,805;512,092;13,910,429,651 ; 210,078,204;74,325;96,895;182.2;531.7;0.00;101,894,594,737  
76;1/08/2057;39,515,687,294  ;52,442,712,110 ;96,685,883;521,547;14,904,163,386 ; 213,495,712;75,766;100,552;185.4;542.4;0.00;107,173,442,979  
76;1/09/2057;36,480,608,543  ;51,305,008,757 ;91,888,209;513,63;14,484,750,129 ; 226,938,586;71,025;99,887;178.9;558.3;0.00;102,589,879,504  
76;1/10/2057;29,959,260,575  ;44,810,370,942 ;69,823,466;530,495;15,418,686,951 ; 222,380,572;56,474;84,469;131.6;641.8;0.00;90,481,194,719  
18;1/11/2057;6,534,550,807  ;9,909,570,385 ;10,624,060;106,998;4,566,330,768 ;0;61,072;92,615;99.3;932.7;21,021,337,737  ;
18;1/12/2057;6,536,268,627  ;10,049,131,425 ;10,432,733;107,581;4,673,866,281 ;0;60,757;93,41;97.0;963.2;21,269,961,875  ;
18;1/01/2058;6,482,421,174  ;9,655,185,239 ;10,412,192;107,971;4,371,962,684 ;0;60,039;89,424;96.4;927.3;20,520,239,747  ;
18;1/02/2058;6,880,901,117  ;10,501,664,301 ;10,559,399;108,331;4,861,662,218 ;0;63,517;96,941;97.5;994.5;22,255,056,917  ;
18;1/03/2058;6,661,174,771  ;9,930,380,276 ;10,063,516;108,663;4,656,369,502 ;0;61,301;91,387;92.6;986.8;21,258,250,497  ;
18;1/04/2058;6,375,710,318  ;9,551,542,470 ;9,626,433;109,562;4,539,866,034 ;0;58,193;87,179;87.9;992.2;20,477,001,270  ;
18;1/05/2058;6,163,902,617  ;9,687,216,880 ;9,321,235;110,321;4,680,896,380 ;0;55,872;87,809;84.5;1,039.3;20,541,592,240  ;
18;1/06/2058;6,362,431,558  ;10,061,489,148 ;9,630,825;110,618;4,834,311,842 ;0;57,517;90,957;87.1;1,044.7;21,268,123,598  ;
18;1/07/2058;7,202,013,644  ;11,004,801,589 ;10,920,559;110,699;4,965,244,098 ;0;65,059;99,412;98.7;1,007.7;23,183,256,168  ;
18;1/08/2058;7,009,478,508  ;10,771,924,139 ;10,649,693;110,953;4,885,320,414 ;0;63,175;97,085;96.0;1,011.5;22,677,645,076  ;
18;1/09/2058;7,239,273,230  ;10,941,390,711 ;10,837,800;110,147;4,944,242,968 ;0;65,724;99,334;98.4;1,009.6;23,136,021,023  ;
18;1/10/2058;6,597,454,779  ;10,224,917,050 ;10,026,922;109,873;4,726,171,798 ;0;60,046;93,061;91.3;1,019.7;21,558,834,641  ;
18;1/11/2058;5,272,834,124  ;6,998,894,390 ;9,524,583;104,114;3,048,338,332 ;0;50,645;67,223;91.5;734.8;15,329,814,238  ;
18;1/12/2058;5,453,585,805  ;7,509,043,423 ;9,999,751;103,951;3,246,265,524 ;0;52,463;72,236;96.2;750.9;16,219,124,002  ;
18;1/01/2059;5,650,655,597  ;7,574,030,219 ;9,899,000;104,235;3,313,461,251 ;-104,999;54,211;72,663;95.0;765.1;16,548,173,038  ;
18;1/02/2059;4,904,467,101  ;6,754,159,757 ;8,692,660;104,291;3,107,393,483 ;0;47,027;64,763;83.4;777.0;14,774,929,943  ;
18;1/03/2059;5,031,966,167  ;7,056,850,100 ;9,085,670;104,565;3,228,587,927 ;0;48,123;67,488;86.9;776.7;15,326,710,904  ;
18;1/04/2059;5,190,546,009  ;7,364,434,565 ;9,319,251;104,818;3,348,221,337 ;0;49,52;70,259;88.9;790.2;15,912,746,639  ;
18;1/05/2059;5,084,306,241  ;7,302,832,572 ;9,194,361;105,353;3,344,180,987 ;0;48,26;69,318;87.3;794.3;15,740,737,974  ;
18;1/06/2059;5,243,430,235  ;7,585,645,937 ;9,445,413;105,699;3,452,488,735 ;0;49,607;71,766;89.4;803.1;16,291,238,286  ;
18;1/07/2059;5,700,880,080  ;8,340,800,312 ;10,290,802;105,717;3,700,784,572 ;0;53,926;78,897;97.3;810.5;17,752,995,215  ;
18;1/08/2059;6,039,408,643  ;9,240,240,018 ;10,365,079;106,209;4,269,233,081 ;0;56,863;87,001;97.6;891.5;19,559,497,884  ;
18;1/09/2059;6,124,765,965  ;9,185,735,750 ;10,204,292;106,707;4,264,732,634 ;0;57,398;86,084;95.6;900.2;19,585,689,827  ;
18;1/10/2059;6,172,327,651  ;9,392,730,510 ;10,385,728;106,5;4,324,942,202 ;0;57,956;88,195;97.5;904.4;19,900,639,745  ;
18;1/11/2059;6,134,704,689  ;6,732,967,980 ;10,003,683;101,228;2,974,047,991 ;0;60,603;66,513;98.8;673.0;15,851,953,460  ;
18;1/12/2059;5,827,816,193  ;6,483,272,181 ;9,544,496;101,064;2,887,938,119 ;0;57,665;64,15;94.4;679.3;15,208,794,642  ;
18;1/01/2060;5,398,419,915  ;5,873,278,779 ;8,625,520;101,158;2,671,643,885 ;0;53,366;58,06;85.3;680.9;13,952,181,451  ;
18;1/02/2060;5,721,572,074  ;6,647,956,322 ;9,604,395;101,193;2,950,620,686 ;0;56,541;65,696;94.9;692.2;15,329,977,695  ;
18;1/03/2060;5,404,059,330  ;6,056,299,282 ;8,750,642;102,167;2,763,605,093 ;0;52,894;59,278;85.7;692.1;14,232,929,466  ;
18;1/04/2060;5,079,061,368  ;6,285,604,458 ;8,913,180;102,214;2,828,593,785 ;0;49,69;61,495;87.2;705.2;14,202,386,983  ;
18;1/05/2060;5,002,015,370  ;6,254,540,127 ;8,833,717;102,546;2,842,715,032 ;0;48,778;60,993;86.1;708.0;14,108,317,358  ;
18;1/06/2060;5,081,681,773  ;6,483,008,224 ;9,049,043;102,491;2,923,384,601 ;-17,418;49,582;63,254;88.3;716.4;14,497,322,356  ;
18;1/07/2060;5,116,469,752  ;6,631,100,684 ;9,175,388;103,064;2,976,715,911 ;0;49,644;64,34;89.0;722.7;14,733,679,595  ;
18;1/08/2060;5,378,533,941  ;7,123,557,720 ;9,824,518;103,133;3,136,580,257 ;0;52,151;69,072;95.3;725.1;15,648,721,613  ;
18;1/09/2060;5,101,830,962  ;6,774,871,693 ;9,454,076;103,413;3,017,427,510 ;0;49,335;65,513;91.4;716.6;14,903,803,310  ;
18;1/10/2060;5,236,696,128  ;6,892,097,833 ;9,536,470;103,47;2,988,591,424 ;0;50,611;66,61;92.2;722.7;15,127,143,361  ;
18;1/11/2060;5,471,373,544  ;5,477,862,210 ;9,026,337;94,829;2,328,564,564 ;0;57,697;57,766;95.2;606.9;13,287,037,650  ;
18;1/12/2060;5,267,978,853  ;5,511,057,503 ;9,005,018;97,047;2,362,946,882 ;0;54,283;56,788;92.8;612.0;13,151,197,079  ;
18;1/01/2061;5,005,069,335  ;5,412,102,679 ;8,764,254;97,177;2,355,307,326 ;0;51,505;55,693;90.2;617.5;12,781,448,678  ;
18;1/02/2061;4,812,699,220  ;5,377,932,460 ;8,652,988;96,992;2,354,780,453 ;0;49,62;55,447;89.2;621.5;12,554,267,891  ;
18;1/03/2061;11,579,469,606  ;11,969,625,344 ;19,037,208;192,765;5,138,850,680 ;0;60,07;62,094;98.8;628.7;28,707,298,496  ;
18;1/04/2061;6,004,002,830  ;5,251,815,728 ;8,401,984;99,233;2,358,370,803 ;0;60,504;52,924;84.7;625.1;13,622,804,717  ;
18;1/05/2061;5,643,898,856  ;5,202,676,733 ;8,163,832;98,491;2,353,321,686 ;0;57,304;52,824;82.9;637.3;13,208,270,447  ;
18;1/06/2061;5,883,086,562  ;5,635,061,325 ;8,787,469;99,648;2,518,773,277 ;0;59,039;56,55;88.2;641.3;14,045,924,600  ;
18;1/07/2061;5,853,670,170  ;5,923,894,640 ;9,169,125;99,767;2,628,151,153 ;0;58,673;59,377;91.9;646.1;14,415,103,645  ;
18;1/08/2061;5,771,493,365  ;5,881,890,690 ;8,955,664;99,775;2,628,403,354 ;0;57,845;58,952;89.8;656.8;14,290,960,392  ;
18;1/09/2061;5,892,574,075  ;6,230,587,254 ;9,401,882;100,226;2,767,856,582 ;0;58,793;62,165;93.8;662.7;14,900,641,735  ;
18;1/10/2061;5,971,156,422  ;6,369,768,569 ;9,555,662;100,601;2,819,093,500 ;-4,566;59,355;63,317;95.0;666.6;15,169,793,623  ;
76;1/11/2061;5,957,941,625  ;6,406,553,185 ;7,005,609;44,173;1,286,669,466 ; 53,193,173;134,877;145,033;158.6;914.5;13,711,688,216  ;
76;1/12/2061;6,076,284,126  ;6,510,730,580 ;7,163,091;44,238;1,267,667,659 ; 54,551,173;137,354;147,175;161.9;908.9;13,916,726,468  ;
76;1/01/2062;6,088,361,492  ;6,708,650,035 ;7,152,683;44,31;1,394,922,282 ; 58,235,796;137,404;151,403;161.4;937.9;14,257,656,505  ;
76;1/02/2062;6,106,255,918  ;6,630,998,026 ;7,017,273;44,529;1,377,003,058 ; 57,759,500;137,13;148,914;157.6;945.0;14,179,365,452  ;
76;1/03/2062;6,789,901,485  ;7,239,364,922 ;8,945,676;44,627;1,321,376,044 ; 52,566,013;152,148;162,219;200.5;809.3;15,412,514,145  ;
76;1/04/2062;6,500,888,598  ;6,918,736,869 ;8,645,137;44,673;1,241,907,015 ; 48,931,139;145,522;154,875;193.5;800.3;14,719,454,823  ;
76;1/05/2062;6,193,999,907  ;6,590,445,829 ;8,611,743;44,803;1,137,752,503 ; 45,080,820;138,25;147,098;192.2;765.3;13,976,221,911  ;
76;1/06/2062;611,686,484  ;539,303,634 ;977,161;13;-66,142,827 ;0;47,052,806 ;41,484,895 ;75,166.2;551.9;1,174,437,886  ;
76;1/07/2062;211,587,242  ;180,574,703 ;314,333;10;-22,685,294 ;0;21,158,724 ;18,057,470 ;31,433.3;574.5;409,039,197  ;
76;1/08/2062;287,380,830  ;189,932,614 ;494,849;10;-19,050,415 ;0;28,738,083 ;18,993,261 ;49,484.9;383.8;506,539,102  ;
76;1/09/2062;314,041,036  ;206,743,362 ;527,267;15;-20,057,748 ;0;20,936,069 ;13,782,891 ;35,151.1;392.1;536,008,436  ;
76;1/10/2062;427,227,803  ;271,951,786 ;605,397;18;-30,292,307 ;0;23,734,878 ;15,108,433 ;33,633.2;449.2;708,370,091  ;
76;1/11/2062;4,471,134,308  ;4,721,895,328 ;6,688,109;43,276;880,323,053 ; 35,880,385;103,317;109,111;154.5;706.0;10,116,177,748  ;
76;1/12/2062;4,308,484,286  ;4,523,741,011 ;6,343,609;43,362;850,015,661 ; 35,350,397;99,361;104,325;146.3;713.1;9,724,182,872  ;
76;1/01/2063;5,866,749,099  ;6,071,178,986 ;9,138,493;43,369;898,118,803 ; 37,610,312;135,275;139,989;210.7;664.4;12,883,115,202  ;
76;1/02/2063;5,864,466,521  ;5,966,528,654 ;8,833,477;43,44;895,760,632 ; 35,704,587;135,002;137,351;203.3;675.4;12,771,610,543  ;
76;1/03/2063;4,772,090,462  ;5,093,454,356 ;6,820,908;43,461;957,560,086 ; 38,894,697;109,802;117,196;156.9;746.7;10,869,091,872  ;
76;1/04/2063;4,686,556,845  ;4,994,155,947 ;6,561,614;43,528;965,176,982 ; 39,246,344;107,668;114,734;150.7;761.1;10,691,964,575  ;
76;1/05/2063;4,875,353,444  ;5,207,024,824 ;6,765,516;43,583;994,565,027 ; 41,366,522;111,864;119,474;155.2;769.6;11,125,351,179  ;
76;1/06/2063;5,188,344,990  ;5,465,476,340 ;7,155,790;43,608;1,005,093,423 ; 42,987,724;118,977;125,332;164.1;763.8;11,709,347,113  ;
76;1/07/2063;5,094,773,750  ;5,317,921,706 ;6,986,537;43,777;973,854,289 ; 41,471,089;116,38;121,478;159.6;761.2;11,435,289,927  ;
76;1/08/2063;5,337,980,439  ;5,641,309,702 ;7,221,645;43,875;1,004,724,204 ; 43,482,767;121,663;128,577;164.6;781.2;12,035,013,819  ;
76;1/09/2063;5,533,792,002  ;5,836,892,806 ;6,896,000;44,069;1,059,306,969 ; 43,773,913;125,571;132,449;156.5;846.4;12,480,964,783  ;
76;1/10/2063;6,251,384,422  ;6,611,869,340 ;7,526,266;44,135;1,145,626,481 ; 49,719,435;141,642;149,81;170.5;878.5;14,066,462,581  ;
76;1/11/2063;3,153,440,287  ;3,491,120,156 ;5,276,383;42,269;881,586,442 ; 32,966,604;74,604;82,593;124.8;661.7;7,564,590,125  ;
76;1/12/2063;3,040,059,956  ;3,319,717,252 ;5,066,737;42,349;842,524,196 ; 31,167,462;71,786;78,39;119.6;655.2;7,238,728,903  ;
76;1/01/2064;3,049,943,328  ;3,371,102,316 ;5,142,717;42,425;862,861,260 ; 29,055,326;71,89;79,46;121.2;655.5;7,318,299,500  ;
76;1/02/2064;3,090,830,202  ;3,448,366,606 ;5,157,263;42,45;872,214,829 ; 31,385,454;72,811;81,234;121.5;668.6;7,448,151,640  ;
76;1/03/2064;3,714,166,727  ;3,949,550,963 ;5,950,011;42,576;828,295,613 ; 32,768,887;87,236;92,765;139.8;663.8;8,530,955,582  ;
76;1/04/2064;3,645,891,070  ;3,869,095,369 ;5,775,007;42,675;806,510,978 ; 32,052,217;85,434;90,664;135.3;670.0;8,359,544,220  ;
76;1/05/2064;3,819,113,681  ;4,101,625,041 ;6,139,523;42,828;842,550,580 ; 32,056,447;89,173;95,77;143.4;668.1;8,801,713,855  ;
76;1/06/2064;3,812,284,995  ;4,180,287,800 ;6,211,830;42,906;880,158,019 ; 33,428,214;88,852;97,429;144.8;673.0;8,912,600,864  ;
76;1/07/2064;5,754,404,087  ;5,961,874,030 ;9,322,737;43,004;835,032,296 ; 33,676,588;133,811;138,635;216.8;639.5;12,594,626,046  ;
76;1/08/2064;4,654,911,361  ;4,928,500,411 ;7,038,739;43,077;896,024,954 ; 33,358,276;108,06;114,411;163.4;700.2;10,520,100,154  ;
76;1/09/2064;4,522,249,428  ;4,749,892,397 ;6,880,870;43,177;857,771,402 ; 32,949,805;104,737;110,01;159.4;690.3;10,170,002,677  ;
76;1/10/2064;4,174,846,993  ;4,455,239,169 ;6,310,233;43,256;877,227,437 ; 33,477,630;96,515;102,997;145.9;706.0;9,547,345,083  ;
76;1/11/2064;2,694,315,542  ;2,905,781,000 ;5,123,029;41,186;724,850,456 ; 26,574,021;65,418;70,553;124.4;567.2;6,356,821,897  ;
76;1/12/2064;2,685,516,182  ;2,895,932,087 ;5,073,905;41,271;724,146,988 ; 26,647,750;65,07;70,169;122.9;570.8;6,337,494,117  ;
76;1/01/2065;2,746,739,073  ;3,002,897,442 ;5,162,929;41,433;759,516,201 ; 27,261,255;66,294;72,476;124.6;581.6;6,541,757,810  ;
76;1/02/2065;2,803,472,702  ;3,028,237,152 ;5,044,430;41,551;772,073,698 ; 25,959,186;67,471;72,88;121.4;600.3;6,634,969,792  ;
76;1/03/2065;3,106,390,559  ;3,324,886,077 ;5,398,361;41,569;834,636,612 ; 29,467,662;74,729;79,985;129.9;615.9;7,300,976,300  ;
76;1/04/2065;2,975,383,482  ;3,255,346,652 ;5,172,197;41,505;822,749,465 ; 29,388,546;71,687;78,433;124.6;629.4;7,088,232,722  ;
76;1/05/2065;3,034,948,312  ;3,297,156,680 ;5,203,577;41,719;836,404,847 ; 30,133,268;72,747;79,032;124.7;633.6;7,204,040,942  ;
76;1/06/2065;3,102,421,413  ;3,410,276,868 ;5,319,212;41,772;856,271,005 ; 32,492,734;74,27;81,64;127.3;641.1;7,406,979,684  ;
76;1/07/2065;2,992,020,931  ;3,234,668,354 ;4,984,296;41,824;828,458,377 ; 29,625,451;71,538;77,34;119.2;649.0;7,089,948,881  ;
76;1/08/2065;3,134,665,561  ;3,429,912,306 ;5,234,723;41,84;866,943,760 ; 31,729,880;74,92;81,977;125.1;655.2;7,468,685,749  ;
76;1/09/2065;3,040,838,868  ;3,265,814,048 ;5,000,486;42,008;849,097,653 ; 30,492,800;72,387;77,743;119.0;653.1;7,191,436,766  ;
76;1/10/2065;3,112,394,397  ;3,427,812,368 ;5,140,742;42,147;872,641,639 ; 32,034,529;73,846;81,33;122.0;666.8;7,450,221,788  ;
85;1/11/2065;9,424,134,290  ;14,566,545,796 ;16,980,489;123,502;5,193,450,981 ; 1,262,090;76,308;117,946;137.5;857.8;893,402.00;29,203,585,800  
85;1/12/2065;10,015,708,605  ;15,251,509,257 ;18,292,993;123,288;5,250,676,991 ; 1,450,646;81,238;123,706;148.4;833.7;207,850.00;30,538,175,558  
85;1/01/2066;9,895,311,048  ;14,928,381,115 ;17,246,315;122,335;5,256,966,510 ; 2,810,343;80,887;122,029;141.0;865.6;0.00;30,101,041,589  
85;1/02/2066;10,738,118,314  ;16,061,067,462 ;18,084,485;123,947;5,612,577,886 ; 1,688,775;86,635;129,58;145.9;888.1;907,065.00;32,432,785,184  
85;1/03/2066;9,914,837,270  ;15,372,217,691 ;17,110,110;123,839;5,618,950,493 ; 1,636,390;80,062;124,131;138.2;898.4;0.00;30,925,081,024  
85;1/04/2066;10,036,508,535  ;15,502,430,795 ;16,819,153;123,357;5,622,591,529 ; 2,568,001;81,361;125,671;136.3;921.7;844,609.00;31,182,094,071  
85;1/05/2066;8,948,469,155  ;13,955,214,287 ;15,194,638;125,143;5,198,565,895 ; 1,521,464;71,506;111,514;121.4;918.4;0.00;28,119,274,643  
