Departamento_ID;Mes;Facturación total ($);Facturación por consumo ($);Consumo total (kWh);Numero de subsidios;Subsidios ($);Contribuciones ($);Promedio de ($/susc);Promedio de ($/susc);Promedio de Consumo (kWh/susc);Valor Facturado por ($/kWh);Valor FOES ($/kwh);Total
5;1/01/2024; 232,650,892,516   ;291,751,510,374 ;333,882,116;2,289,126;70,039,957,765 ; 5,195,998,849;101,633;127,451;145.9;873.8;8,203,088.00;599,982,963,939  
5;1/02/2024;236,699,009,645  ;296,269,929,346 ;335,181,072;2,288,263;72,081,075,891 ; 5,137,804,678;103,44;129,474;146.5;883.9;6,536,140.00;610,532,058,981  
5;1/03/2024;234,719,109,716  ;295,125,105,009 ;334,772,479;2,276,299;70,277,021,380 ; 5,420,809,603;103,114;129,651;147.1;881.6;3,548,072.00;605,882,876,353  
5;1/04/2024;227,749,293,360  ;283,743,937,980 ;326,340,637;2,296,176;67,669,119,326 ; 5,125,455,185;99,186;123,572;142.1;869.5;3,178,232.00;584,619,844,667  
5;1/05/2024;235,352,299,170  ;295,063,391,913 ;334,513,598;2,306,447;70,271,843,104 ; 5,217,775,649;102,041;127,93;145.0;882.1;1,133,014,790.00;607,375,375,670  
5;1/06/2024;238,276,885,261  ;302,227,181,529 ;333,337,467;2,307,680;73,231,623,574 ; 5,325,643,037;103,254;130,966;144.4;906.7;785,908,567.00;620,183,122,387  
5;1/07/2024;233,337,554,226  ;292,175,025,270 ;325,744,638;2,310,718;68,458,669,639 ; 5,248,636,978;100,981;126,443;141.0;896.9;523,190,198.00;600,071,360,130  
5;1/08/2024;912,772,682  ;770,897,143 ;999,271;3,296;-22,406,882 ; 61,645,185;276,933;233,889;303.2;771.5;0.00;1,724,422,593  
5;1/09/2024;738,293,989  ;617,521,704 ;830,262;3,216;1,692,657 ; 63,098,165;229,569;192,015;258.2;743.8;0.00;1,421,862,580  
5;1/10/2024;669,421,300  ;549,126,800 ;733,455;3,215;1,549,898 ; 58,356,784;208,218;170,801;228.1;748.7;0.00;1,279,571,449  
5;1/11/2024;666,277,790  ;545,814,511 ;727,435;3,214;1,510,558 ; 55,791,929;207,305;169,824;226.3;750.3;0.00;1,270,503,544  
5;1/12/2024;743,251,160  ;615,014,291 ;12,228,970;3,215;1,663,725 ; 63,265,773;231,182;191,295;3,803.7;50.3;0.00;1,435,853,467  
5;1/01/2025;181,450,243,579  ;229,911,474,965 ;308,011,134;2,217,409;55,854,288,150 ; 4,041,825,080;81,83;103,685;138.9;746.4;343,714,794.00;471,911,961,512  
5;1/02/2025;181,228,294,303  ;229,312,552,945 ;304,888,555;2,228,082;56,404,007,731 ; 4,014,476,790;81,338;102,919;136.8;752.1;296,473,040.00;471,563,106,593  
5;1/03/2025;192,142,257,992  ;240,527,763,153 ;315,416,351;2,238,368;59,019,283,572 ; 4,285,861,296;85,84;107,457;140.9;762.6;134,851,804.00;496,427,866,738  
5;1/04/2025;188,717,995,335  ;239,410,334,628 ;308,645,537;2,234,765;58,905,817,812 ; 4,362,083,087;84,446;107,13;138.1;775.7;651,430,307.00;492,358,733,962  
5;1/05/2025;194,741,693,157  ;248,195,928,873 ;315,248,995;2,255,981;61,360,334,551 ; 4,338,951,859;86,322;110,017;139.7;787.3;1,078,583,247.00;510,033,193,930  
5;1/06/2025;200,576,519,093  ;253,899,303,660 ;319,304,658;2,267,200;62,363,764,832 ; 4,534,552,398;88,469;111,988;140.8;795.2;583,092,386.00;522,279,005,621  
5;1/07/2025;202,421,204,245  ;256,240,016,470 ;321,462,504;2,252,649;62,488,380,874 ; 4,606,010,223;89,859;113,751;142.7;797.1;1,054,280,307.00;527,133,811,823  
5;1/08/2025;204,954,366,489  ;256,278,159,631 ;322,899,798;2,255,507;61,801,911,253 ; 4,561,803,078;90,868;113,623;143.2;793.7;182,294,465.00;528,103,895,651  
5;1/09/2025;209,768,626,477  ;261,393,010,342 ;331,192,679;2,264,447;62,237,780,961 ; 4,735,220,559;92,636;115,433;146.3;789.2;14,048,400.00;538,482,352,871  
5;1/10/2025;206,472,584,520  ;258,782,432,935 ;328,219,766;2,263,946;61,322,598,856 ; 4,633,612,641;91,2;114,306;145.0;788.4;1,234,656,376.00;532,776,575,481  
5;1/11/2025;207,474,419,137  ;262,240,362,569 ;325,137,844;2,268,734;63,449,559,669 ; 4,511,918,671;91,449;115,589;143.3;806.6;778,297,368.00;538,782,171,981  
5;1/12/2025;218,647,670,069  ;276,717,769,811 ;327,090,855;2,278,621;68,070,911,378 ; 4,800,443,967;95,956;121,441;143.5;846.0;389,481,172.00;568,955,864,261  
5;1/01/2026;149,738,713,480  ;191,032,817,246 ;314,215,643;2,123,941;46,370,512,712 ; 3,280,251,572;70,5;89,943;147.9;608.0;625,953,345.00;391,364,749,139  
5;1/02/2026;148,515,152,249  ;189,054,751,240 ;308,689,608;2,126,374;46,303,716,625 ; 3,226,630,200;69,844;88,909;145.2;612.4;341,858,797.00;387,753,084,605  
5;1/03/2026;149,627,307,805  ;189,668,631,112 ;307,153,701;2,141,664;46,961,280,349 ; 3,310,107,920;69,865;88,561;143.4;617.5;378,676,873.00;390,255,458,612  
5;1/04/2026;150,299,714,101  ;192,373,207,209 ;304,238,147;2,137,975;47,726,077,016 ; 3,313,747,058;70,3;89,979;142.3;632.3;329,179,465.00;394,348,462,026  
5;1/05/2026;157,535,845,801  ;201,378,355,770 ;308,409,562;2,168,154;49,379,131,425 ; 3,417,424,977;72,659;92,88;142.2;653.0;556,973,506.00;412,578,475,530  
5;1/06/2026;538,408,091  ;448,197,342 ;657,296;2,788;4,021,886 ; 41,915,660;193,116;160,759;235.8;681.9;0.00;1,033,557,857  
5;1/07/2026;167,355,192,915  ;211,862,354,654 ;314,631,280;2,205,896;52,016,297,121 ; 3,553,914,212;75,867;96,044;142.6;673.4;487,513,676.00;435,592,282,482  
5;1/08/2026;175,022,009,744  ;220,968,010,250 ;313,424,486;2,213,922;54,300,231,126 ; 3,789,768,529;79,055;99,808;141.6;705.0;724,832,063.00;455,120,669,831  
5;1/09/2026;183,541,999,371  ;233,566,231,048 ;318,333,560;2,209,776;57,193,805,642 ; 4,086,579,191;83,059;105,697;144.1;733.7;654,708,653.00;479,364,056,876  
5;1/10/2026;187,614,669,949  ;237,777,875,602 ;315,317,024;2,220,184;57,669,489,942 ; 4,231,098,912;84,504;107,098;142.0;754.1;591,647,714.00;488,202,511,826  
5;1/11/2026;187,914,628,235  ;237,816,469,267 ;315,824,021;2,231,226;57,631,007,921 ; 4,213,590,710;84,22;106,586;141.5;753.0;565,458,128.00;488,459,401,209  
5;1/12/2026;182,040,100,380  ;231,203,477,159 ;310,172,796;2,231,270;56,934,476,916 ; 4,055,165,335;81,586;103,62;139.0;745.4;576,196,874.00;475,122,006,821  
5;1/01/2027;137,682,928,274  ;172,052,963,825 ;305,129,012;2,157,797;41,975,584,019 ; 2,995,706,237;63,807;79,735;141.4;563.9;336,501,702.00;355,351,115,115  
5;1/02/2027;137,890,561,335  ;172,314,815,299 ;304,393,067;2,157,326;42,328,542,545 ; 2,919,855,183;63,917;79,874;141.1;566.1;137,081,759.00;355,897,551,014  
5;1/03/2027;140,710,564,969  ;176,911,222,603 ;310,818,676;2,169,222;43,649,421,952 ; 3,033,000,183;64,867;81,555;143.3;569.2;395,817,529.00;365,013,162,269  
5;1/04/2027;138,720,372,236  ;175,282,403,253 ;306,144,501;2,163,743;43,217,363,811 ; 3,026,120,720;64,111;81,009;141.5;572.5;824,243,569.00;361,378,957,668  
5;1/05/2027;141,069,993,800  ;179,233,105,392 ;311,095,116;2,172,193;44,058,738,113 ; 3,050,645,402;64,944;82,513;143.2;576.1;602,878,118.00;368,328,776,310  
5;1/06/2027;138,657,917,426  ;177,738,363,334 ;306,938,032;2,140,977;43,818,481,662 ; 3,096,383,566;64,764;83,017;143.4;579.1;554,027,932.00;364,174,401,434  
5;1/07/2027;140,153,732,751  ;177,433,158,495 ;304,217,614;2,085,053;43,607,457,348 ; 3,034,825,108;67,218;85,098;145.9;583.2;239,038,947.00;364,774,668,362  
5;1/08/2027;142,959,218,093  ;183,286,243,257 ;312,572,387;2,091,313;44,372,254,108 ; 3,075,888,652;68,359;87,642;149.5;586.4;294,168,336.00;374,302,592,883  
5;1/09/2027;145,027,352,621  ;183,944,742,436 ;311,610,356;2,106,629;44,894,856,104 ; 3,134,137,673;68,843;87,317;147.9;590.3;293,337,438.00;377,608,300,157  
5;1/10/2027;146,433,526,603  ;185,124,100,531 ;312,073,849;2,102,780;45,028,331,101 ; 3,185,400,226;69,638;88,038;148.4;593.2;380,579,044.00;380,466,272,552  
5;1/11/2027;146,798,321,389  ;186,807,423,781 ;312,587,422;2,109,458;45,307,292,479 ; 3,151,792,548;69,591;88,557;148.2;597.6;335,886,887.00;382,715,572,858  
5;1/12/2027;147,789,212,839  ;188,155,203,309 ;312,055,167;2,120,773;46,155,820,373 ; 3,236,693,216;69,686;88,72;147.1;603.0;484,442,264.00;386,135,707,099  
81;1/01/2028;5,626,725,962  ;9,585,622,830 ;10,306,623;82,961;3,940,832,227 ;-1;67,824;115,544;124.2;930.0;0.00;19,163,755,025  
81;1/02/2028;5,622,696,226  ;9,706,919,114 ;10,380,890;83,247;4,007,277,680 ;-6,732;67,542;116,604;124.7;935.1;8,709,531.00;19,356,245,163  
81;1/03/2028;5,356,876,170  ;9,381,177,990 ;9,971,193;83,676;3,926,211,658 ;-19,271;64,019;112,113;119.2;940.8;0.00;18,674,478,609  
81;1/04/2028;6,114,243,889  ;10,476,744,769 ;11,073,247;83,647;4,214,526,340 ;-104;73,096;125,249;132.4;946.1;39,732,450.00;20,856,603,663  
81;1/05/2028;5,366,893,800  ;9,501,224,739 ;9,979,555;83,223;4,018,163,269 ;-11;64,488;114,166;119.9;952.1;0.00;18,896,524,302  
81;1/06/2028;4,433,230,726  ;7,488,535,839 ;9,869,576;81,78;3,099,717,735 ;0;54,209;91,569;120.7;758.7;35,961,482.00;15,067,543,797  
81;1/07/2028;4,119,647,304  ;7,150,823,578 ;9,281,753;81,293;3,053,817,905 ;-8;50,677;87,964;114.2;770.4;0.00;14,333,791,351  
81;1/08/2028;4,112,129,496  ;7,131,181,268 ;9,093,247;81,756;3,002,199,541 ;-1;50,298;87,225;111.2;784.2;1,227.00;14,254,824,953  
81;1/09/2028;4,112,248,542  ;7,391,458,993 ;9,540,693;81,603;3,114,788,944 ;-2;50,393;90,578;116.9;774.7;124,129,080.00;14,752,389,717  
81;1/10/2028;4,480,656,078  ;7,923,515,504 ;9,873,888;81,344;3,254,899,077 ;-26;55,083;97,407;121.4;802.5;128,076,789.00;15,797,256,069  
81;1/11/2028;4,368,714,046  ;7,725,324,831 ;9,554,047;80,224;3,205,008,096 ;-3;54,456;96,297;119.1;808.6;126,659,972.00;15,435,492,895  
81;1/12/2028;4,000,746,613  ;7,308,876,015 ;9,026,607;81,127;3,146,231,221 ;0;49,315;90,092;111.3;809.7;132,445,408.00;14,597,547,319  
81;1/01/2029;4,332,651,989  ;7,723,037,690 ;9,477,638;81,098;3,258,461,727 ;-2;53,425;95,231;116.9;814.9;137,907,632.00;15,461,767,361  
81;1/02/2029;4,877,148,425  ;8,399,274,332 ;10,225,590;81,226;3,409,347,970 ;-7;60,044;103,406;125.9;821.4;91,534,020.00;16,787,775,955  
81;1/03/2029;4,824,687,321  ;8,415,996,636 ;10,146,334;81,84;3,439,610,958 ;0;58,953;102,835;124.0;829.5;106,962,788.00;16,797,648,619  
81;1/04/2029;3,645,115,720  ;6,072,115,833 ;9,593,534;71,909;2,371,210,641 ;0;50,691;84,442;133.4;632.9;86,073,290.00;12,184,316,827  
81;1/05/2029;3,574,612,697  ;6,144,125,408 ;9,609,268;74,346;2,438,987,541 ;-3;48,081;82,642;129.3;639.4;71,593,580.00;12,239,134,330  
81;1/06/2029;3,288,278,661  ;5,782,058,625 ;8,863,317;75,392;2,373,054,210 ;-1,877;43,616;76,693;117.6;652.4;58,178,598.00;11,510,628,006  
81;1/07/2029;3,576,128,935  ;6,267,024,169 ;9,415,462;76,822;2,541,314,680 ;0;46,551;81,579;122.6;665.6;52,476,876.00;12,446,565,863  
81;1/08/2029;3,411,729,412  ;6,120,002,787 ;9,010,606;75,71;2,543,793,148 ;-1,603;45,063;80,835;119.0;679.2;87,938,615.00;12,172,675,372  
81;1/09/2029;3,480,829,059  ;6,318,188,695 ;9,126,099;76,567;2,641,483,784 ;-26,484;45,461;82,518;119.2;692.3;105,880,140.00;12,555,686,652  
81;1/10/2029;3,220,726,073  ;6,088,876,870 ;8,621,502;76,723;2,667,007,328 ;0;41,979;79,362;112.4;706.2;93,446,324.00;12,078,876,980  
81;1/11/2029;3,728,866,985  ;6,774,087,887 ;9,406,687;77,786;2,862,207,867 ;-107,274;47,938;87,086;120.9;720.1;101,219,420.00;13,475,895,224  
81;1/12/2029;3,772,297,542  ;6,955,117,529 ;9,469,339;77,986;2,938,325,987 ;-1;48,371;89,184;121.4;734.5;97,695,645.00;13,773,122,440  
81;1/01/2030;3,739,496,004  ;6,985,426,789 ;9,325,219;77,105;2,942,037,260 ;-4;48,499;90,596;120.9;749.1;98,879,035.00;13,775,381,374  
81;1/02/2030;4,014,189,597  ;7,112,521,897 ;9,484,625;77,844;3,002,065,803 ;-4;51,567;91,369;121.8;749.9;96,453,997.00;14,234,937,568  
81;1/03/2030;3,983,212,303  ;6,986,848,936 ;9,316,119;81,489;2,965,790,618 ;-2;48,88;85,74;114.3;750.0;104,635,856.00;14,050,020,804  
81;1/04/2030;3,379,904,193  ;5,833,317,615 ;9,606,756;73,433;2,312,718,392 ;-109,624;46,027;79,437;130.8;607.2;97,608,464.00;11,633,245,432  
81;1/05/2030;2,224,163,400  ;4,025,626,083 ;6,600,841;61,842;1,686,784,385 ;-3;35,965;65,095;106.7;609.9;37,524,188.00;7,980,862,514  
81;1/06/2030;2,109,477,208  ;4,319,471,934 ;7,022,325;74,345;1,857,499,453 ;0;28,374;58,1;94.5;615.1;73,619,202.00;8,367,251,652  
81;1/07/2030;3,429,333,655  ;5,984,313,312 ;9,680,496;75,118;2,367,418,468 ;-6;45,653;79,666;128.9;618.2;88,005,242.00;11,878,952,351  
81;1/08/2030;3,407,299,040  ;6,026,688,706 ;9,691,030;75,684;2,394,586,807 ;-3;45,02;79,63;128.0;621.9;98,919,555.00;11,937,386,220  
81;1/09/2030;3,815,568,472  ;6,408,974,741 ;10,245,356;76,108;2,493,653,823 ;0;50,134;84,209;134.6;625.5;82,195,986.00;12,810,849,590  
81;1/10/2030;3,615,654,908  ;6,214,021,268 ;9,876,522;76,489;2,473,672,034 ;0;47,27;81,241;129.1;629.2;79,192,420.00;12,392,622,911  
8;1/11/2030;105,669,250,016  ;132,850,804,670 ;122,594,142;547,221;32,411,468,280 ; 3,246,546,264;193,102;242,774;224.0;1,083.7;2,088,103,623.00;276,389,751,400  
8;1/12/2030;97,790,152,465  ;123,504,714,782 ;109,031,687;548,059;30,713,679,168 ; 2,959,489,520;178,43;225,349;198.9;1,132.7;668,537,799.00;255,746,558,592  
8;1/01/2031;109,733,510,301  ;136,731,202,952 ;120,231,945;548,977;33,027,654,580 ; 3,420,643,950;199,887;249,065;219.0;1,137.2;310,989,813.00;283,345,232,828  
8;1/02/2031;119,643,849,438  ;148,159,942,780 ;125,908,575;551,767;36,078,860,641 ; 3,454,464,850;216,838;268,519;228.2;1,176.7;1,357,139,894.00;308,821,204,708  
8;1/03/2031;118,740,440,551  ;147,853,446,861 ;128,557,540;550,44;34,340,714,018 ; 3,453,263,886;215,719;268,61;233.6;1,150.1;38,218,228.00;304,555,677,237  
8;1/04/2031;124,708,576,758  ;153,563,546,908 ;132,927,160;560,638;34,227,497,744 ; 3,861,551,737;222,44;273,909;237.1;1,155.2;1,579,584,913.00;318,074,743,600  
8;1/05/2031;122,053,743,330  ;145,153,131,396 ;133,391,852;563,943;32,496,123,233 ; 3,546,778,338;216,429;257,39;236.5;1,088.2;1,567,199,476.00;304,951,406,713  
8;1/06/2031;3,257,319,337  ;1,990,932,689 ;1,995,982;3,843;13,132,313 ; 242,302,274;847,598;518,067;519.4;997.5;0.00;5,507,053,621  
8;1/07/2031;68,678,218,007  ;79,205,345,697 ;111,642,538;527,114;22,757,482,221 ; 2,056,390,986;130,291;150,262;211.8;709.5;196,587,253.00;173,006,475,292  
8;1/08/2031;72,999,558,877  ;77,134,561,279 ;120,754,152;532,936;23,578,828,992 ; 2,123,090,314;136,976;144,735;226.6;638.8;17,739,750.00;175,975,348,878  
8;1/09/2031;161,014,733,589  ;-84,411,269,491 ;211,509,798;538,449;24,360,059,432 ; 1,967,861,433;299,034;-156,767;392.8;-399.1;65,165,564.00;103,208,741,036  
8;1/10/2031;83,262,820,237  ;103,825,646,771 ;121,893,024;542,811;26,971,886,765 ; 2,302,185,461;153,392;191,274;224.6;851.8;1,077,739,208.00;217,563,060,020  
8;1/11/2031;84,743,815,923  ;110,390,153,202 ;126,583,543;544,594;26,717,336,529 ; 2,497,503,770;155,609;202,702;232.4;872.1;4,295,716,928.00;228,772,013,905  
8;1/12/2031;100,174,836,056  ;116,771,032,510 ;141,642,311;544,826;27,452,044,273 ; 2,995,985,849;183,866;214,327;260.0;824.4;359,123,348.00;247,895,608,451  
8;1/01/2032;99,005,888,735  ;124,121,027,115 ;139,563,880;544,462;27,747,304,308 ; 3,202,921,507;181,842;227,97;256.3;889.3;3,010,383,343.00;257,228,044,308  
8;1/02/2032;105,591,598,984  ;130,250,284,167 ;146,187,663;544,421;29,510,179,742 ; 3,208,067,199;193,952;239,246;268.5;891.0;1,712,471,670.00;270,419,768,204  
8;1/03/2032;102,216,731,995  ;126,896,495,962 ;140,984,637;543,663;28,212,492,222 ; 3,277,453,877;188,015;233,41;259.3;900.1;2,180,205,899.00;262,925,330,840  
8;1/04/2032;101,750,887,577  ;124,843,254,989 ;138,515,689;544,126;28,043,064,352 ; 3,126,357,315;186,999;229,438;254.6;901.3;1,686,280,107.00;259,589,321,749  
8;1/05/2032;112,923,540,452  ;141,346,455,057 ;130,569,015;544,833;33,208,805,665 ; 3,456,759,826;207,263;259,431;239.6;1,082.5;1,182,547,526.00;292,249,690,391  
8;1/06/2032;114,772,946,912  ;143,664,591,233 ;131,557,462;547,025;33,807,503,053 ; 3,572,953,981;209,813;262,629;240.5;1,092.0;922,260,285.00;296,872,833,726  
8;1/07/2032;64,751,519,199  ;82,851,125,185 ;118,546,830;520,628;18,991,482,740 ; 1,894,175,854;124,372;159,137;227.7;698.9;1,377,562,976.00;169,985,217,848  
8;1/08/2032;59,932,557,660  ;74,269,016,748 ;104,151,011;523,243;17,525,172,466 ; 1,654,721,739;114,541;141,94;199.0;713.1;283,041,405.00;153,769,441,666  
8;1/09/2032;66,567,711,730  ;86,050,885,525 ;112,385,643;527,896;18,931,924,154 ; 1,614,543,845;126,1;163,007;212.9;765.7;818,000,784.00;174,096,269,664  
8;1/10/2032;73,962,567,420  ;96,517,383,658 ;136,098,933;532,429;23,542,662,805 ; 1,721,437,672;138,915;181,277;255.6;709.2;1,928,273,710.00;197,809,277,786  
8;1/11/2032;73,313,332,630  ;91,694,414,331 ;121,811,620;536,314;20,763,149,061 ; 2,105,254,861;136,699;170,972;227.1;752.8;1,166,210,883.00;189,165,018,351  
8;1/12/2032;88,476,662,215  ;91,436,319,049 ;130,682,286;515,366;22,765,883,753 ; 2,322,559,781;171,677;177,42;253.6;699.7;1,039,057,984.00;206,172,030,486  
8;1/01/2033;76,302,452,835  ;92,348,221,377 ;123,870,312;510,496;22,755,736,990 ; 2,329,381,743;149,467;180,899;242.6;745.5;1,074,049,533.00;194,934,554,641  
8;1/02/2033;113,016,922,914  ;-173,125,947,139 ;297,852,301;514,482;23,975,225,828 ; 2,647,807,922;219,671;-336,505;578.9;-581.2;5,514,144.00;-33,182,226,383  
8;1/03/2033;81,784,682,080  ;101,672,580,469 ;123,992,234;512,787;24,238,823,366 ; 2,448,228,676;159,491;198,274;241.8;820.0;948,884,433.00;211,218,062,873  
8;1/04/2033;71,145,635,918  ;91,388,692,012 ;118,141,318;518,935;24,835,812,360 ; 2,267,002,300;137,099;176,108;227.7;773.6;3,423,202,168.00;193,179,319,221  
8;1/05/2033;77,270,498,656  ;90,800,133,712 ;122,117,782;522,565;23,587,554,760 ; 2,315,113,294;147,868;173,759;233.7;743.5;523,412,307.00;194,619,675,681  
8;1/06/2033;52,986,835,847  ;72,561,441,862 ;118,713,938;490,112;14,302,617,751 ; 1,581,141,147;108,112;148,051;242.2;611.2;0.00;141,551,497,673  
8;1/07/2033;45,587,985,629  ;66,582,289,328 ;106,838,258;491,45;14,073,694,590 ; 1,347,070,754;92,762;135,481;217.4;623.2;0.00;127,698,599,094  
8;1/08/2033;44,815,573,809  ;64,906,717,449 ;101,796,814;490,765;13,510,808,587 ; 1,394,223,369;91,318;132,256;207.4;637.6;0.00;124,729,835,213  
8;1/09/2033;53,766,973,612  ;68,682,906,208 ;116,523,911;490,516;15,506,501,648 ; 1,585,490,497;109,613;140,022;237.6;589.4;0.00;139,659,136,855  
8;1/10/2033;53,671,858,128  ;67,868,268,941 ;115,837,927;494,791;14,409,442,193 ; 1,625,823,206;108,474;137,166;234.1;585.9;0.00;137,691,971,647  
8;1/11/2033;64,454,357,521  ;79,723,330,513 ;144,504,053;497,848;17,416,830,298 ; 1,540,895,255;129,466;160,136;290.3;551.7;1,232,926,521.00;164,513,632,454  
8;1/12/2033;57,314,936,189  ;69,837,538,021 ;122,735,007;498,749;14,638,448,484 ; 1,660,765,116;114,917;140,025;246.1;569.0;938,282,487.00;144,513,459,812  
8;1/01/2034;59,141,904,600  ;72,772,575,527 ;128,410,463;504,836;15,514,047,203 ; 1,758,117,343;117,151;144,151;254.4;566.7;1,028,936,097.00;150,344,758,193  
8;1/02/2034;61,997,715,187  ;75,670,735,692 ;124,654,002;486,401;15,724,453,445 ; 1,806,515,410;127,462;155,573;256.3;607.0;962,793,926.00;156,287,637,962  
8;1/03/2034;67,028,014,128  ;81,719,530,279 ;131,358,308;512,923;16,444,302,900 ; 1,942,097,906;130,679;159,321;256.1;622.1;1,510,152,103.00;168,776,259,426  
8;1/04/2034;73,049,038,299  ;92,729,742,851 ;153,940,285;514,32;21,052,355,936 ; 1,854,905,978;142,03;180,296;299.3;602.4;2,100,759,779.00;190,941,580,677  
8;1/05/2034;63,508,300,130  ;79,822,029,735 ;126,320,160;517,168;17,224,898,918 ; 1,826,081,186;122,8;154,344;244.3;631.9;2,367,962,970.00;164,876,388,289  
25;1/06/2034;334,337,269,028  ;407,213,829,052 ;470,850,230;3,358,008;80,817,724,448 ; 6,576,406,829;99,564;121,266;140.2;864.8;829,419,659,432  ;
25;1/07/2034;297,197,250,041  ;364,960,065,946 ;424,847,210;3,357,754;74,975,631,678 ; 5,929,110,836;88,511;108,692;126.5;859.0;743,490,461,654  ;
25;1/08/2034;304,753,998,371  ;370,905,633,474 ;434,500,215;3,371,145;74,812,772,568 ; 6,102,081,128;90,401;110,024;128.9;853.6;757,012,558,309  ;
25;1/09/2034;341,662,082,684  ;414,196,840,941 ;476,027,485;3,377,887;80,385,412,399 ; 6,742,244,277;101,147;122,62;140.9;870.1;843,466,210,452  ;
25;1/10/2034;316,703,529,125  ;387,315,984,227 ;445,228,461;3,419,126;78,764,899,946 ; 6,426,638,270;92,627;113,279;130.2;869.9;789,659,906,062  ;
25;1/11/2034;322,458,921,976  ;395,152,921,674 ;445,516,163;3,423,959;80,631,310,283 ; 6,495,644,144;94,177;115,408;130.1;887.0;805,187,948,802  ;
25;1/12/2034;300,785,638,255  ;370,282,234,707 ;425,724,446;3,434,106;76,900,097,661 ; 6,049,626,613;87,588;107,825;124.0;869.8;754,446,952,195  ;
25;1/01/2035;314,365,036,970  ;382,139,658,598 ;441,265,253;3,433,006;75,397,126,574 ; 6,142,210,058;91,571;111,313;128.5;866.0;778,488,934,339  ;
25;1/02/2035;314,442,144,936  ;378,530,241,001 ;456,966,001;3,450,551;72,319,689,561 ; 6,248,896,229;91,128;109,701;132.4;828.4;772,001,590,070  ;
25;1/03/2035;305,143,010,369  ;367,664,480,348 ;446,888,930;3,457,584;70,059,981,479 ; 5,976,655,008;88,253;106,336;129.2;822.7;749,294,669,260  ;
25;1/04/2035;306,713,244,199  ;369,159,737,929 ;453,774,463;3,471,872;69,353,170,804 ; 6,034,674,742;88,342;106,329;130.7;813.5;751,718,269,625  ;
25;1/05/2035;315,510,589,468  ;380,014,807,482 ;454,203,175;3,478,303;72,888,833,057 ; 6,504,752,160;90,708;109,253;130.6;836.7;775,376,864,574  ;
25;1/06/2035;263,512,485,124  ;322,153,608,047 ;445,454,471;3,327,179;65,240,974,459 ; 5,432,045,200;79,2;96,825;133.9;723.2;656,788,071,363  ;
25;1/07/2035;242,637,169,044  ;299,235,438,733 ;408,628,776;3,333,429;62,751,837,293 ; 5,205,845,441;72,789;89,768;122.6;732.3;610,242,416,129  ;
25;1/08/2035;250,559,535,304  ;308,819,226,834 ;413,448,817;3,342,425;64,610,639,744 ; 5,311,061,662;74,963;92,394;123.7;746.9;629,717,423,015  ;
25;1/09/2035;277,693,266,292  ;338,986,737,753 ;445,740,367;3,341,796;68,316,366,064 ; 5,779,325,298;83,097;101,438;133.4;760.5;691,224,963,000  ;
25;1/10/2035;283,322,277,621  ;346,239,493,743 ;448,255,571;3,351,680;69,983,009,440 ; 5,835,390,432;84,531;103,303;133.7;772.4;705,831,967,229  ;
25;1/11/2035;273,848,973,393  ;336,134,209,950 ;434,129,627;3,352,028;69,604,834,305 ; 5,673,674,299;81,697;100,278;129.5;774.3;685,699,356,481  ;
25;1/12/2035;304,314,944,374  ;369,397,374,383 ;468,509,935;3,365,055;73,297,757,922 ; 6,203,517,043;90,434;109,775;139.2;788.5;753,685,669,849  ;
25;1/01/2036;273,374,859,559  ;336,329,129,052 ;424,081,523;3,363,284;69,807,709,212 ; 5,671,030,268;81,282;100;126.1;793.1;685,610,355,101  ;
25;1/02/2036;316,479,131,409  ;384,574,432,272 ;480,684,790;3,330,845;76,451,322,870 ; 6,408,550,352;95,015;115,459;144.3;800.1;784,397,663,957  ;
25;1/03/2036;298,183,774,585  ;364,926,971,102 ;452,901,702;3,327,789;72,868,501,058 ; 5,990,007,750;89,604;109,66;136.1;805.8;742,425,684,194  ;
25;1/04/2036;323,260,996,289  ;390,807,087,596 ;475,187,008;3,342,587;76,419,029,515 ; 6,595,446,615;96,71;116,918;142.2;822.4;797,561,304,203  ;
25;1/05/2036;318,541,258,148  ;390,015,195,183 ;459,182,915;3,344,583;77,969,954,620 ; 6,521,288,695;95,241;116,611;137.3;849.4;793,510,436,984  ;
25;1/06/2036;229,427,969,314  ;280,335,288,545 ;455,039,370;3,251,433;56,255,963,910 ; 4,609,949,462;70,562;86,219;140.0;616.1;571,087,619,572  ;
25;1/07/2036;213,155,130,528  ;262,441,714,843 ;420,251,851;3,255,785;54,434,229,388 ; 4,477,238,937;65,47;80,608;129.1;624.5;534,931,968,164  ;
25;1/08/2036;225,537,485,368  ;276,098,393,743 ;435,293,983;3,266,382;56,204,184,522 ; 4,779,414,054;69,048;84,527;133.3;634.3;563,058,192,396  ;
25;1/09/2036;234,632,835,093  ;286,252,441,490 ;443,027,140;3,265,858;57,646,495,176 ; 4,935,768,874;71,844;87,65;135.7;646.1;583,913,993,908  ;
25;1/10/2036;233,499,606,781  ;285,929,355,205 ;435,697,147;3,279,601;58,449,778,899 ; 4,898,861,263;71,198;87,184;132.9;656.3;583,216,738,068  ;
25;1/11/2036;235,508,341,200  ;287,973,813,668 ;430,603,584;3,278,461;58,625,284,966 ; 5,037,438,175;71,835;87,838;131.3;668.8;587,578,920,528  ;
